Category,Brand,Product,Variant,SKU,Price,Old Price,Currency,Weight,Stock,Units,Visible,Featured,Meta title,Meta keywords,Meta description,Annotation,Description,Images,URL,Garancija,Sifra na artikl,Sifra,BrendID,KategorijaID,Kategorija
Компјутерски компоненти/Хард-дискови и SSD,WesternDigital,HDD 2TB WesternDigital,,SE_53518,3919.0,0,1,,4,0,1,0,,,HDD 2TB WesternDigital  I.P. rpm  256MB Cache SATA-3  6.0Gb/s  Purple Surveillance  WD22PURZ,,<div class="tab-content" id="tab-description" itemprop="description">HDD 2TB WesternDigital<br> I.P. rpm<br> 256MB Cache SATA-3<br> 6.0Gb/s<br> Purple Surveillance<br> WD22PURZ </div>,53518_0-1000x1000.jpg,HDD-2TB-WesternDigital, 690,SE_53518,SE_53518,66,kategorijaID,HardDisk
Компјутерски компоненти/Хард-дискови и SSD,Kingston,Kingston 500GB M.2 PCIe NVMe SSD,,SE_48149,3919.0,0,1,,1,0,1,0,,,Kingston 500GB M.2 PCIe NVMe SSD  3D TLC NAND  Supports a full-security suite (TCG Opal 2.0  AES 256-bit  eDrive)  up to 3 200MB/s read  up to 2 200MB/s  write  SKC2000M8/500G,,<div class="tab-content" id="tab-description" itemprop="description">Kingston 500GB M.2 PCIe NVMe SSD<br> 3D TLC NAND<br> Supports a full-security suite (TCG Opal 2.0<br> AES 256-bit<br> eDrive)<br> up to 3<br>200MB/s read<br> up to 2<br>200MB/s<br> write<br> SKC2000M8/500G </div>,48149_0-1000x1000.jpg,Kingston-500GB-M.2-PCIe-NVMe-SSD, 720,SE_48149,SE_48149,34,kategorijaID,HardDisk
Компјутерски компоненти/Хард-дискови и SSD,Kingston,Kingston 512GB KC600 SATA 3 2.5" SSD,,SE_48680,3919.0,0,1,,133,0,1,0,,,Kingston 512GB KC600 SATA 3 2.5" SSD  Hardware-based self-encrypting drive with 3D TLC NAND  up to up to 550/520MB/s  SKC600/512G,,<div class="tab-content" id="tab-description" itemprop="description">Kingston 512GB KC600 SATA 3 2.5" SSD<br> Hardware-based self-encrypting drive with 3D TLC NAND<br> up to up to 550/520MB/s<br> SKC600/512G </div>,48680_0-1000x1000.jpg,Kingston-512GB-KC600-SATA-3-2.5"-SSD, 720,SE_48680,SE_48680,34,kategorijaID,HardDisk
Компјутерски компоненти/Хард-дискови и SSD,Kingston,Kingston 960GB A400 SSD SATA3,,SE_46474,3919.0,0,1,,119,0,1,0,,,Kingston 960GB A400 SSD SATA3  Form factor: 2 5"  Data Transfer: up to 500MB/s Read and 450MB/s Write  Dimensions: 100.0mm x 69.9mm x 7.0mm  Weight: 41g  SA400S37/960G,,<div class="tab-content" id="tab-description" itemprop="description">Kingston 960GB A400 SSD SATA3<br> Form factor: 2<br>5"<br> Data Transfer: up to 500MB/s Read and 450MB/s Write<br> Dimensions: 100.0mm x 69.9mm x 7.0mm<br> Weight: 41g<br> SA400S37/960G </div>,46474_0-1000x1000.jpg,Kingston-960GB-A400-SSD-SATA3, 720,SE_46474,SE_46474,34,kategorijaID,HardDisk
Компјутерски компоненти/Хард-дискови и SSD,Kingston,Kingston FURY Renegade 500 GB PCIe 4.0 NVMe M.2 SSDFURY Renegade SSD offers blazing speeds of up to,,SE_52302,3919.0,0,1,,8,0,1,0,,,Kingston FURY Renegade 500 GB PCIe 4.0 NVMe M.2 SSDFURY Renegade SSD offers blazing speeds of up to 7 300/7 000MB/s read/write (depends on size) and up to 1 000 000 IOPS (depends on size)  SFYRS/500G,,<div class="tab-content" id="tab-description" itemprop="description">Kingston FURY Renegade 500 GB PCIe 4.0 NVMe M.2 SSDFURY Renegade SSD offers blazing speeds of up to 7<br>300/7<br>000MB/s read/write (depends on size) and up to 1<br>000<br>000 IOPS (depends on size)<br> SFYRS/500G </div>,52302_0-1000x1000.jpg,Kingston-FURY-Renegade-500-GB-PCIe-4.0-NVMe-M.2-SSDFURY-Renegade-SSD-offers-blazing-speeds-of-up-to, 720,SE_52302,SE_52302,34,kategorijaID,HardDisk
Компјутерски компоненти/Хард-дискови и SSD,Samsung,SAMSUNG 250GB SSD 980 Pro M.2 PCI-E NVMe,,SE_50309,3919.0,0,1,,115,0,1,0,,,SAMSUNG 250GB SSD 980 Pro M.2 PCI-E NVMe  P/N: MZ-V8P250BW,,<div class="tab-content" id="tab-description" itemprop="description">SAMSUNG 250GB SSD 980 Pro M.2 PCI-E NVMe<br> P/N: MZ-V8P250BW </div>,50309_0-1000x1000.jpg,SAMSUNG-250GB-SSD-980-Pro-M.2-PCI-E-NVMe, 720,SE_50309,SE_50309,55,kategorijaID,HardDisk
Компјутерски компоненти/Хард-дискови и SSD,XXX,A-Data 512GB SSD,,SE_49250,4309.0,0,1,,2,0,1,0,,,A-Data 512GB SSD  XPG SX8100 512GB  3D NAND  NVMe Gen3x4 PCIe M.2 2280 Solid State Drive  R/W 3500/3000MB/s SSD  ASX8100NP-512GT-C,,<div class="tab-content" id="tab-description" itemprop="description">A-Data 512GB SSD<br> XPG SX8100 512GB<br> 3D NAND<br> NVMe Gen3x4 PCIe M.2 2280 Solid State Drive<br> R/W 3500/3000MB/s SSD<br> ASX8100NP-512GT-C </div>,49250_0-1000x1000.jpg,A-Data-512GB-SSD,1740,SE_49250,SE_49250,70,kategorijaID,HardDisk
Компјутерски компоненти/Хард-дискови и SSD,XXX,ADATA Falcon 1TB 3D NAND,,SE_49649,4409.0,0,1,,5,0,1,0,,,ADATA Falcon 1TB 3D NAND  PCIe Gen3x4 NVMe M.2 2280  Read/Write Speed up to 3100/1500 MB/s  Internal AFALCON-1T-C,,<div class="tab-content" id="tab-description" itemprop="description">ADATA Falcon 1TB 3D NAND<br> PCIe Gen3x4 NVMe M.2 2280<br> Read/Write Speed up to 3100/1500 MB/s<br> Internal<br>AFALCON-1T-C </div>,49649_0-1000x1000.jpg,ADATA-Falcon-1TB-3D-NAND,1050,SE_49649,SE_49649,70,kategorijaID,HardDisk
Компјутерски компоненти/Хард-дискови и SSD,XXX,ADATA 1TB SSD,,SE_50498,4409.0,0,1,,2,0,1,0,,,ADATA 1TB SSD  S20  RGB  PCIe Gen3x4 M.2 2280 SSD  Read speed (sequential): 2500 MB/s  Write speed (sequential): 1800 MB/s  ASPECTRIXS20G-1T-C,,<div class="tab-content" id="tab-description" itemprop="description">ADATA 1TB SSD<br> S20<br> RGB<br> PCIe Gen3x4 M.2 2280 SSD<br> Read speed (sequential): 2500 MB/s<br> Write speed (sequential): 1800 MB/s<br> ASPECTRIXS20G-1T-C </div>,50498_0-1000x1000.jpg,ADATA-1TB-SSD,1740,SE_50498,SE_50498,70,kategorijaID,HardDisk
Компјутерски компоненти/Хард-дискови и SSD,XXX,ADATA LEGEND 960 1000GB PCIe Gen3 x4 M.2 2280 Solid State Drive,,SE_55844,4509.0,0,1,,108,0,1,0,,,ADATA LEGEND 960 1000GB PCIe Gen3 x4 M.2 2280 Solid State Drive  Sequential Read (Max) Up to 7 400MB/s*  Sequential Write (Max) Up to 6 400MB/s*  4KB Random Read IOPS(Max) Up to 750K*  MTBF 1 500 000 hours  Terabytes Written (TBW) 3120TB**  ALEG-960M-1TCS,,<div class="tab-content" id="tab-description" itemprop="description">ADATA LEGEND 960 1000GB PCIe Gen3 x4 M.2 2280 Solid State Drive<br> Sequential Read (Max) Up to 7<br>400MB/s*<br> Sequential Write (Max) Up to 6<br>400MB/s*<br> 4KB Random Read IOPS(Max) Up to 750K*<br> MTBF 1<br>500<br>000 hours<br> Terabytes Written (TBW) 3120TB**<br> ALEG-960M-1TCS </div>,55844_0-1000x1000.jpg,ADATA-LEGEND-960-1000GB-PCIe-Gen3-x4-M.2-2280-Solid-State-Drive,1050,SE_55844,SE_55844,70,kategorijaID,HardDisk
Компјутерски компоненти/Хард-дискови и SSD,Kingston,Kingston 1000GB NV1 NVMe PCIe SSD read / write,,SE_50640,4509.0,0,1,,1,0,1,0,,,Kingston 1000GB NV1 NVMe PCIe SSD read/write  speeds up to 2 100/1 700MB/s  M.2 connector  SNVS/1000G,,<div class="tab-content" id="tab-description" itemprop="description">Kingston 1000GB NV1 NVMe PCIe SSD read/write<br> speeds up to 2<br>100/1<br>700MB/s<br> M.2 connector<br> SNVS/1000G </div>,50640_0-1000x1000.jpg,Kingston-1000GB-NV1-NVMe-PCIe-SSD-read-/-write, 720,SE_50640,SE_50640,34,kategorijaID,HardDisk
Компјутерски компоненти/Хард-дискови и SSD,Toshiba,HDD 3TB Toshiba P300 7200rpm,,SE_48344,4609.0,0,1,,117,0,1,0,,,HDD 3TB Toshiba P300 7200rpm  64MB Cache SATA-3  6.0Gb/s  HDWD130UZSVA,,<div class="tab-content" id="tab-description" itemprop="description">HDD 3TB Toshiba P300 7200rpm<br> 64MB Cache SATA-3<br> 6.0Gb/s<br> HDWD130UZSVA </div>,48344_0-1000x1000.jpg,HDD-3TB-Toshiba-P300-7200rpm, 690,SE_48344,SE_48344,63,kategorijaID,HardDisk
Компјутерски компоненти/Хард-дискови и SSD,XXX,ADATA Swordfish 1TB 3D NAND,,SE_49646,4699.0,0,1,,2,0,1,0,,,ADATA Swordfish 1TB 3D NAND  PCIe Gen3x4  NVMe M.2 2280  Read/Write up to 1800/1200MB/s  Internal  ASWORDFISH-1T-C,,<div class="tab-content" id="tab-description" itemprop="description">ADATA Swordfish 1TB 3D NAND<br> PCIe Gen3x4<br> NVMe M.2 2280<br> Read/Write up to 1800/1200MB/s<br> Internal<br> ASWORDFISH-1T-C </div>,49646_0-1000x1000.jpg,ADATA-Swordfish-1TB-3D-NAND,1050,SE_49646,SE_49646,70,kategorijaID,HardDisk
Компјутерски компоненти/Хард-дискови и SSD,Samsung,SAMSUNG 870 QVO SATA3 1TB,,SE_49829,4789.0,0,1,,3,0,1,0,,,SAMSUNG 870 QVO SATA3 1TB  P/N: MZ-77Q1T0BW,,<div class="tab-content" id="tab-description" itemprop="description">SAMSUNG 870 QVO SATA3 1TB<br> P/N: MZ-77Q1T0BW </div>,49829_0-1000x1000.jpg,SAMSUNG-870-QVO-SATA3-1TB, 720,SE_49829,SE_49829,55,kategorijaID,HardDisk
Компјутерски компоненти/Хард-дискови и SSD,Kingston,Kingston XS2000 Portable SSD 500GB,,SE_51868,4799.0,0,1,,19,0,1,0,,,Kingston XS2000 Portable SSD 500GB  High-performance external drive  Speeds up to 2 000MB/s1 with USB 3.2 Gen 2x2  Compact  pocket-sized form factor  IP55 rating4 with removable rubber sleeve  SXS2000/500G,,<div class="tab-content" id="tab-description" itemprop="description">Kingston XS2000 Portable SSD 500GB<br> High-performance external drive<br> Speeds up to 2<br>000MB/s1 with USB 3.2 Gen 2x2<br> Compact<br> pocket-sized form factor<br> IP55 rating4 with removable rubber sleeve<br> SXS2000/500G </div>,51868_0-1000x1000.jpg,Kingston-XS2000-Portable-SSD-500GB, 720,SE_51868,SE_51868,34,kategorijaID,HardDisk
Компјутерски компоненти/Хард-дискови и SSD,XXX,A-Data 1TB SSD,,SE_50607,4899.0,0,1,,2,0,1,0,,,A-Data 1TB SSD  XPG SX6000 Lite PCIe Gen3x4 M.2 2280 Solid State Drive  PCIe NVMe 1.3 interface  R/W speed up to 1800/1200MB/s  ASX6000LNP-1TT-C,,<div class="tab-content" id="tab-description" itemprop="description">A-Data 1TB SSD<br> XPG SX6000 Lite PCIe Gen3x4 M.2 2280 Solid State Drive<br> PCIe NVMe 1.3 interface<br> R/W speed up to 1800/1200MB/s<br> ASX6000LNP-1TT-C </div>,50607_0-1000x1000.jpg,A-Data-1TB-SSD,1740,SE_50607,SE_50607,70,kategorijaID,HardDisk
Компјутерски компоненти/Хард-дискови и SSD,XXX,ADATA 1TB SSD,,SE_51563,4899.0,0,1,,125,0,1,0,,,ADATA 1TB SSD  S11 Pro  PCIe Gen3x4 M.2 2280 Solid State Drive  Remains Cool at Blazing Speeds : Read/write speeds of up to 3500/3000MB/s  AGAMMIXS11P-1TT-C,,<div class="tab-content" id="tab-description" itemprop="description">ADATA 1TB SSD<br> S11 Pro<br> PCIe Gen3x4 M.2 2280 Solid State Drive<br> Remains Cool at Blazing Speeds : Read/write speeds of up to 3500/3000MB/s<br> AGAMMIXS11P-1TT-C </div>,51563_0-1000x1000.jpg,ADATA-1TB-SSD,1740,SE_51563,SE_51563,70,kategorijaID,HardDisk
Компјутерски компоненти/Хард-дискови и SSD,Samsung,SAMSUNG SSD 870 EVO SATA3 1TB,,SE_51579,4899.0,0,1,,3,0,1,0,,,SAMSUNG SSD 870 EVO SATA3 1TB  P/N: MZ-77E1T0B/EU,,<div class="tab-content" id="tab-description" itemprop="description">SAMSUNG SSD 870 EVO SATA3 1TB<br> P/N: MZ-77E1T0B/EU </div>,51579_0-1000x1000.jpg,SAMSUNG-SSD-870-EVO-SATA3-1TB, 720,SE_51579,SE_51579,55,kategorijaID,HardDisk
Компјутерски компоненти/Хард-дискови и SSD,Samsung,SAMSUNG 1TB SSD 980 M.2 Gen3.0x4 NVMe,,SE_52710,5099.0,0,1,,113,0,1,0,,,SAMSUNG 1TB SSD 980 M.2 Gen3.0x4 NVMe  MZ−V8V1T0BW,,<div class="tab-content" id="tab-description" itemprop="description">SAMSUNG 1TB SSD 980 M.2 Gen3.0x4 NVMe<br> MZ−V8V1T0BW </div>,52710_0-1000x1000.jpg,SAMSUNG-1TB-SSD-980-M.2-Gen3.0x4-NVMe, 720,SE_52710,SE_52710,55,kategorijaID,HardDisk
Компјутерски компоненти/Хард-дискови и SSD,XXX,ADATA 1TB SSD,,SE_50440,5489.0,0,1,,103,0,1,0,,,ADATA 1TB SSD  S70  PCIe Gen4x4 M.2 2280 SSD  blazing-fast read/write speeds of up to 7400/6400 MB per second  AGAMMIXS70-1T-C,,<div class="tab-content" id="tab-description" itemprop="description">ADATA 1TB SSD<br> S70<br> PCIe Gen4x4 M.2 2280 SSD<br> blazing-fast read/write speeds of up to 7400/6400 MB per second<br> AGAMMIXS70-1T-C </div>,50440_0-1000x1000.jpg,ADATA-1TB-SSD,1740,SE_50440,SE_50440,70,kategorijaID,HardDisk
Компјутерски компоненти/Хард-дискови и SSD,Samsung,SAMSUNG 500GB SSD 980 Pro M.2 PCI-E NVMe,,SE_50308,5489.0,0,1,,14,0,1,0,,,SAMSUNG 500GB SSD 980 Pro M.2 PCI-E NVMe  P/N: MZ-V8P500BW,,<div class="tab-content" id="tab-description" itemprop="description">SAMSUNG 500GB SSD 980 Pro M.2 PCI-E NVMe<br> P/N: MZ-V8P500BW </div>,50308_0-1000x1000.jpg,SAMSUNG-500GB-SSD-980-Pro-M.2-PCI-E-NVMe, 720,SE_50308,SE_50308,55,kategorijaID,HardDisk
Компјутерски компоненти/Хард-дискови и SSD,Kingston,Kingston 1024G KC3000 PCIe 4.0 NVMe M.2 SSD,,SE_52299,5779.0,0,1,,104,0,1,0,,,Kingston 1024G KC3000 PCIe 4.0 NVMe M.2 SSD  Fastest Flash You Can Get  Sequential Read: 7000MBps  Sequential Write: 6000MBps  SKC3000S/1024G,,<div class="tab-content" id="tab-description" itemprop="description">Kingston 1024G KC3000 PCIe 4.0 NVMe M.2 SSD<br> Fastest Flash You Can Get<br> Sequential Read: 7000MBps<br> Sequential Write: 6000MBps<br> SKC3000S/1024G </div>,52299_0-1000x1000.jpg,Kingston-1024G-KC3000-PCIe-4.0-NVMe-M.2-SSD, 720,SE_52299,SE_52299,34,kategorijaID,HardDisk
Компјутерски компоненти/Хард-дискови и SSD,Kingston,Kingston FURY Renegade 1000 GB PCIe 4.0 NVMe M.2 SSDFURY Renegade SSD offers blazing speeds of up to,,SE_52303,5779.0,0,1,,104,0,1,0,,,Kingston FURY Renegade 1000 GB PCIe 4.0 NVMe M.2 SSDFURY Renegade SSD offers blazing speeds of up to 7 300/7 000MB/s read/write (depends on size) and up to 1 000 000 IOPS (depends on size)  SFYRS/1000G,,<div class="tab-content" id="tab-description" itemprop="description">Kingston FURY Renegade 1000 GB PCIe 4.0 NVMe M.2 SSDFURY Renegade SSD offers blazing speeds of up to 7<br>300/7<br>000MB/s read/write (depends on size) and up to 1<br>000<br>000 IOPS (depends on size)<br> SFYRS/1000G </div>,52303_0-1000x1000.jpg,Kingston-FURY-Renegade-1000-GB-PCIe-4.0-NVMe-M.2-SSDFURY-Renegade-SSD-offers-blazing-speeds-of-up-to, 720,SE_52303,SE_52303,34,kategorijaID,HardDisk
Компјутерски компоненти/Хард-дискови и SSD,Samsung,SAMSUNG 1TB SSD 970 EVO Plus M.2 PCI-E NVMe,,SE_47865,5879.0,0,1,,9,0,1,0,,,SAMSUNG 1TB SSD 970 EVO Plus M.2 PCI-E NVMe  P/N: MZ-V7S1T0BW,,<div class="tab-content" id="tab-description" itemprop="description">SAMSUNG 1TB SSD 970 EVO Plus M.2 PCI-E NVMe<br> P/N: MZ-V7S1T0BW </div>,47865_0-1000x1000.jpg,SAMSUNG-1TB-SSD-970-EVO-Plus-M.2-PCI-E-NVMe, 720,SE_47865,SE_47865,55,kategorijaID,HardDisk
Компјутерски компоненти/Хард-дискови и SSD,WesternDigital,HDD 4TB WesternDigital,,SE_54996,6079.0,0,1,,0,0,1,0,,,HDD 4TB WesternDigital  I.P. rpm  64MB Cache SATA-3  6.0Gb/s  Purple Surveillance WD42PURZ,,<div class="tab-content" id="tab-description" itemprop="description">HDD 4TB WesternDigital<br> I.P. rpm<br> 64MB Cache SATA-3<br> 6.0Gb/s<br> Purple Surveillance<br>WD42PURZ </div>,54996_0-1000x1000.jpg,HDD-4TB-WesternDigital, 690,SE_54996,SE_54996,66,kategorijaID,HardDisk
Компјутерски компоненти/Хард-дискови и SSD,Kingston,Kingston HyperX Fury 480GB SSD SATA 3 2.5,,SE_45343,6169.0,0,1,,4,0,1,0,,,Kingston HyperX Fury 480GB SSD SATA 3 2.5  SHFS37A/480G,,<div class="tab-content" id="tab-description" itemprop="description">Kingston HyperX Fury 480GB SSD SATA 3 2.5<br> SHFS37A/480G </div>,45343_0-1000x1000.jpg,Kingston-HyperX-Fury-480GB-SSD-SATA-3-2.5, 720,SE_45343,SE_45343,34,kategorijaID,HardDisk
Компјутерски компоненти/Хард-дискови и SSD,WesternDigital,HDD 4TB WesternDigital,,SE_45379,6269.0,0,1,,1,0,1,0,,,HDD 4TB WesternDigital  I.P. rpm  64MB Cache SATA-3  6.0Gb/s  Purple Surveillance  WD40PURZ,,<div class="tab-content" id="tab-description" itemprop="description">HDD 4TB WesternDigital<br> I.P. rpm<br> 64MB Cache SATA-3<br> 6.0Gb/s<br> Purple Surveillance<br> WD40PURZ </div>,45379_0-1000x1000.jpg,HDD-4TB-WesternDigital, 690,SE_45379,SE_45379,66,kategorijaID,HardDisk
Компјутерски компоненти/Хард-дискови и SSD,WesternDigital,HDD 4TB WesternDigital,,SE_50849,6369.0,0,1,,4,0,1,0,,,HDD 4TB WesternDigital  I.P. rpm  64MB Cache SATA-3  6.0Gb/s  NAS Red  WD40EFZX,,<div class="tab-content" id="tab-description" itemprop="description">HDD 4TB WesternDigital<br> I.P. rpm<br> 64MB Cache SATA-3<br> 6.0Gb/s<br> NAS Red<br> WD40EFZX </div>,50849_0-1000x1000.jpg,HDD-4TB-WesternDigital, 690,SE_50849,SE_50849,66,kategorijaID,HardDisk
Компјутерски компоненти/Хард-дискови и SSD,XXX,A-Data 1024GB SSD,,SE_50403,6469.0,0,1,,8,0,1,0,,,A-Data 1024GB SSD  SU800 SATA 6Gb/s M.2 2280 Solid State Drive  R/W speed up to 560/520MB/s  ASU800NS38-1TT-C,,<div class="tab-content" id="tab-description" itemprop="description">A-Data 1024GB SSD<br> SU800 SATA 6Gb/s M.2 2280 Solid State Drive<br> R/W speed up to 560/520MB/s<br> ASU800NS38-1TT-C </div>,50403_0-1000x1000.jpg,A-Data-1024GB-SSD,1050,SE_50403,SE_50403,70,kategorijaID,HardDisk
Компјутерски компоненти/Хард-дискови и SSD,Kingston,480GB HyperX SAVAGE SSD SATA 3 2.5 (7mm height),,SE_44196,6859.0,0,1,,103,0,1,0,,,480GB HyperX SAVAGE SSD SATA 3 2.5 (7mm height)  SHSS37A/480G,,<div class="tab-content" id="tab-description" itemprop="description">480GB HyperX SAVAGE SSD SATA 3 2.5 (7mm height)<br> SHSS37A/480G </div>,44196_0-1000x1000.jpg,480GB-HyperX-SAVAGE-SSD-SATA-3-2.5-(7mm-height), 720,SE_44196,SE_44196,34,kategorijaID,HardDisk
Компјутерски компоненти/Хард-дискови и SSD,Kingston,Kingston 2000GB NV2 NVMe PCIe SSD,,SE_54998,6859.0,0,1,,4,0,1,0,,,Kingston 2000GB NV2 NVMe PCIe SSD  read/write speeds up to 3.500/2.100MB/s  M.2 connector  PCIe 4.0 x4 NVMe Interface  M.2 2280 Form Factor  SNV2S/2000G,,<div class="tab-content" id="tab-description" itemprop="description">Kingston 2000GB NV2 NVMe PCIe SSD<br> read/write speeds up to 3.500/2.100MB/s<br> M.2 connector<br> PCIe 4.0 x4 NVMe Interface<br> M.2 2280 Form Factor<br> SNV2S/2000G </div>,54998_0-1000x1000.jpg,Kingston-2000GB-NV2-NVMe-PCIe-SSD, 720,SE_54998,SE_54998,34,kategorijaID,HardDisk
Компјутерски компоненти/Хард-дискови и SSD,Samsung,SAMSUNG 1TB SSD 980 Pro M.2 PCI-E NVMe,,SE_50399,6859.0,0,1,,6,0,1,0,,,SAMSUNG 1TB SSD 980 Pro M.2 PCI-E NVMe  P/N: MZ-V8P1T0BW,,<div class="tab-content" id="tab-description" itemprop="description">SAMSUNG 1TB SSD 980 Pro M.2 PCI-E NVMe<br> P/N: MZ-V8P1T0BW </div>,50399_0-1000x1000.jpg,SAMSUNG-1TB-SSD-980-Pro-M.2-PCI-E-NVMe, 720,SE_50399,SE_50399,55,kategorijaID,HardDisk
Компјутерски компоненти/Хард-дискови и SSD,Kingston,Kingston 2000GB NV1 NVMe PCIe SSD read / write,,SE_50641,7149.0,0,1,,2,0,1,0,,,Kingston 2000GB NV1 NVMe PCIe SSD read/write  speeds up to 2 100/1 700MB/s  M.2 connector  SNVS/2000G,,<div class="tab-content" id="tab-description" itemprop="description">Kingston 2000GB NV1 NVMe PCIe SSD read/write<br> speeds up to 2<br>100/1<br>700MB/s<br> M.2 connector<br> SNVS/2000G </div>,50641_0-1000x1000.jpg,Kingston-2000GB-NV1-NVMe-PCIe-SSD-read-/-write, 720,SE_50641,SE_50641,34,kategorijaID,HardDisk
Компјутерски компоненти/Хард-дискови и SSD,Kingston,Kingston 960GB PCIe NVMe SSD (M.2 2280),,SE_46341,7349.0,0,1,,1,0,1,0,,,Kingston 960GB PCIe NVMe SSD (M.2 2280)  Medium-Level PCI NVMe performance  up to 1500MB/s read  up to 1000MB/s write  SA1000M8/960G,,<div class="tab-content" id="tab-description" itemprop="description">Kingston 960GB PCIe NVMe SSD (M.2 2280)<br> Medium-Level PCI NVMe performance<br> up to 1500MB/s read<br> up to 1000MB/s write<br> SA1000M8/960G </div>,46341_0-1000x1000.jpg,Kingston-960GB-PCIe-NVMe-SSD-(M.2-2280), 720,SE_46341,SE_46341,34,kategorijaID,HardDisk
Компјутерски компоненти/Хард-дискови и SSD,XXX,ADATA 2TB SSD,,SE_51564,7349.0,0,1,,111,0,1,0,,,ADATA 2TB SSD  S11 Pro  PCIe Gen3x4 M.2 2280 Solid State Drive  Remains Cool at Blazing Speeds : Read/write speeds of up to 3500/3000MB/s  AGAMMIXS11P-2TT-C,,<div class="tab-content" id="tab-description" itemprop="description">ADATA 2TB SSD<br> S11 Pro<br> PCIe Gen3x4 M.2 2280 Solid State Drive<br> Remains Cool at Blazing Speeds : Read/write speeds of up to 3500/3000MB/s<br> AGAMMIXS11P-2TT-C </div>,51564_0-1000x1000.jpg,ADATA-2TB-SSD,1740,SE_51564,SE_51564,70,kategorijaID,HardDisk
Компјутерски компоненти/Хард-дискови и SSD,Kingston,Kingston 1024GB KC600 SATA 3 2.5" SSD,,SE_50231,7449.0,0,1,,11,0,1,0,,,Kingston 1024GB KC600 SATA 3 2.5" SSD  Hardware-based self-encrypting drive with 3D TLC NAND  up to up to 550/520MB/s  SKC600/1024G,,<div class="tab-content" id="tab-description" itemprop="description">Kingston 1024GB KC600 SATA 3 2.5" SSD<br> Hardware-based self-encrypting drive with 3D TLC NAND<br> up to up to 550/520MB/s<br> SKC600/1024G </div>,50231_0-1000x1000.jpg,Kingston-1024GB-KC600-SATA-3-2.5"-SSD, 720,SE_50231,SE_50231,34,kategorijaID,HardDisk
Компјутерски компоненти/Хард-дискови и SSD,XXX,A-Data 1TBGB SSD,,SE_49251,7839.0,0,1,,2,0,1,0,,,A-Data 1TBGB SSD  XPG SX8100 1TB  3D NAND  NVMe Gen3x4 PCIe M.2 2280 Solid State Drive  R/W 3500/3000MB/S SSD  ASX8100NP-1TT-C,,<div class="tab-content" id="tab-description" itemprop="description">A-Data 1TBGB SSD<br> XPG SX8100 1TB<br> 3D NAND<br> NVMe Gen3x4 PCIe M.2 2280 Solid State Drive<br> R/W 3500/3000MB/S SSD<br> ASX8100NP-1TT-C </div>,49251_0-1000x1000.jpg,A-Data-1TBGB-SSD,1740,SE_49251,SE_49251,70,kategorijaID,HardDisk
Компјутерски компоненти/Хард-дискови и SSD,XXX,ADATA LEGEND 960 2000GB PCIe Gen3 x4 M.2 2280 Solid State Drive,,SE_55845,7839.0,0,1,,102,0,1,0,,,ADATA LEGEND 960 2000GB PCIe Gen3 x4 M.2 2280 Solid State Drive  Sequential Read (Max) Up to 7 400MB/s*  Sequential Write (Max) Up to 6 400MB/s*  4KB Random Read IOPS(Max) Up to 750K*  MTBF 1 500 000 hours  Terabytes Written (TBW) 3120TB**  ALEG-960M-2TCS,,<div class="tab-content" id="tab-description" itemprop="description">ADATA LEGEND 960 2000GB PCIe Gen3 x4 M.2 2280 Solid State Drive<br> Sequential Read (Max) Up to 7<br>400MB/s*<br> Sequential Write (Max) Up to 6<br>400MB/s*<br> 4KB Random Read IOPS(Max) Up to 750K*<br> MTBF 1<br>500<br>000 hours<br> Terabytes Written (TBW) 3120TB**<br> ALEG-960M-2TCS </div>,55845_0-1000x1000.jpg,ADATA-LEGEND-960-2000GB-PCIe-Gen3-x4-M.2-2280-Solid-State-Drive,1050,SE_55845,SE_55845,70,kategorijaID,HardDisk
Компјутерски компоненти/Хард-дискови и SSD,Kingston,Kingston XS2000 Portable SSD 1000GB,,SE_51869,8129.0,0,1,,113,0,1,0,,,Kingston XS2000 Portable SSD 1000GB  High-performance external drive  Speeds up to 2 000MB/s1 with USB 3.2 Gen 2x2  Compact  pocket-sized form factor  IP55 rating4 with removable rubber sleeve  SXS2000/1000G,,<div class="tab-content" id="tab-description" itemprop="description">Kingston XS2000 Portable SSD 1000GB<br> High-performance external drive<br> Speeds up to 2<br>000MB/s1 with USB 3.2 Gen 2x2<br> Compact<br> pocket-sized form factor<br> IP55 rating4 with removable rubber sleeve<br> SXS2000/1000G </div>,51869_0-1000x1000.jpg,Kingston-XS2000-Portable-SSD-1000GB, 720,SE_51869,SE_51869,34,kategorijaID,HardDisk
Компјутерски компоненти/Хард-дискови и SSD,XXX,ADATA 2TB SSD,,SE_50602,8819.0,0,1,,122,0,1,0,,,ADATA 2TB SSD  XPG SX8200 Pro PCIe Gen3x4 M.2 2280 Solid State Drive  R/W speed up to 3500/3000MB/s  ASX8200PNP-2TT-C,,<div class="tab-content" id="tab-description" itemprop="description">ADATA 2TB SSD<br> XPG SX8200 Pro PCIe Gen3x4 M.2 2280 Solid State Drive<br> R/W speed up to 3500/3000MB/s<br> ASX8200PNP-2TT-C </div>,50602_0-1000x1000.jpg,ADATA-2TB-SSD,1740,SE_50602,SE_50602,70,kategorijaID,HardDisk
